"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Abundance F27 Control"	"Abundance F28 Control"	"Abundance F29 Sample"	"Abundance F30 Sample"	"Found in Sample in S27 F27 Control"	"Found in Sample in S28 F28 Control"	"Found in Sample in S29 F29 Sample"	"Found in Sample in S30 F30 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG411CY71"	"ENOG411CY71"	"0.000"	"False"	"5.250"	"4"	"2"	"2"	"2"	"1121"	"126.0"	"8.31"	"4.31"	"2"	"22346.0859375"	"25160.28125"	"881255.96875"	"505560.65625"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWH5"	"ENOG411CWH5"	"0.000"	"False"	"5.246"	"8"	"2"	"3"	"2"	"907"	"101.7"	"8.69"	"7.22"	"2"	"507407.90625"	"568954.6875"	"4633144.125"	"4957433.25"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWZN"	"ENOG411CWZN"	"0.000"	"False"	"5.240"	"5"	"2"	"4"	"2"	"955"	"106.0"	"7.85"	"9.30"	"2"	"1992975.84375"	"1906209.875"	"4075642.0625"	"4338008.6875"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Xelaev18027277m.g"	"Xelaev18027277m.g"	"0.000"	"False"	"5.238"	"1"	"2"	"2"	"2"	"5606"	"634.5"	"5.54"	"5.08"	"2"	""	""	"57066.87890625"	"49983.74609375"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D489"	"ENOG411D489"	"0.000"	"False"	"5.230"	"13"	"1"	"4"	"1"	"461"	"52.6"	"8.75"	"11.33"	"1"	"954093.1875"	"917959.125"	"1934348.25"	"1883064.375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXD5"	"ENOG411CXD5"	"0.000"	"False"	"5.227"	"6"	"2"	"4"	"2"	"767"	"86.4"	"7.28"	"5.62"	"2"	"985222.046875"	"931972.40625"	"1845260.5625"	"1790752.0625"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRU2"	"ENOG411CRU2"	"0.000"	"False"	"5.209"	"2"	"2"	"2"	"1"	"2279"	"254.3"	"6.80"	"4.35"	"2"	"99273.8125"	"83774.6484375"	"1732607.0625"	"1803340.59375"	"Not Found"	"Not Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUUW"	"ENOG411CUUW"	"0.000"	"False"	"5.190"	"0"	"1"	"3"	"1"	"4737"	"520.8"	"6.54"	"2.45"	"1"	"59561.11328125"	"64370.75390625"	"120150.7421875"	"129641.390625"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DGBQ"	"ENOG411DGBQ"	"0.000"	"False"	"5.164"	"0"	"1"	"2"	"1"	"93591"	"10637.4"	"6.68"	"2.46"	"1"	"40380.44921875"	"34119.328125"	"104327.1015625"	"81777.1328125"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX0K"	"ENOG411CX0K"	"0.000"	"False"	"5.159"	"4"	"2"	"4"	"2"	"2420"	"279.5"	"6.11"	"7.97"	"2"	"648826.4140625"	"631962.6875"	"1117888.7109375"	"1112762.5"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPE4"	"ENOG411CPE4"	"0.000"	"False"	"5.158"	"4"	"2"	"2"	"2"	"568"	"64.1"	"5.68"	"4.19"	"2"	"453578.75"	"568246.78125"	"974131.1875"	"983230.8125"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3CQ"	"ENOG411D3CQ"	"0.000"	"False"	"5.145"	"8"	"1"	"3"	"1"	"684"	"76.0"	"9.20"	"7.72"	"1"	"366902.78125"	"348967.46875"	"1092949"	"1084619.625"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DGFH"	"ENOG411DGFH"	"0.000"	"False"	"5.139"	"2"	"2"	"2"	"2"	"2857"	"320.8"	"7.12"	"4.33"	"2"	"114550.1796875"	"95170.5234375"	"210452.375"	"191986.59375"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQHM"	"ENOG411CQHM"	"0.000"	"False"	"5.134"	"3"	"2"	"3"	"2"	"1323"	"150.4"	"5.68"	"3.33"	"2"	"283099.984375"	"311467.859375"	"807729.71875"	"862426.25"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1N4"	"ENOG411D1N4"	"0.000"	"False"	"5.134"	"5"	"2"	"2"	"2"	"1249"	"142.1"	"8.63"	"1.69"	"2"	"114485.125"	"110127.046875"	"622681.5"	"649833.375"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZKT"	"ENOG411CZKT"	"0.000"	"False"	"5.122"	"3"	"1"	"3"	"1"	"564"	"61.7"	"8.00"	"9.13"	"1"	"140283.34375"	"113173.40625"	"178420.625"	"167669.96875"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX0G"	"ENOG411CX0G"	"0.000"	"False"	"5.106"	"7"	"2"	"2"	"2"	"799"	"92.6"	"6.68"	"4.14"	"2"	""	"237896.390625"	"538551.5625"	"560383.75"	"Not Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTVH"	"ENOG411CTVH"	"0.000"	"False"	"5.086"	"5"	"2"	"6"	"2"	"813"	"93.0"	"9.29"	"11.28"	"2"	"1950741.8125"	"2024648.5625"	"2310896.75"	"2300187.125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTFT"	"ENOG411CTFT"	"0.000"	"False"	"5.085"	"4"	"2"	"5"	"2"	"502"	"56.2"	"6.95"	"13.05"	"2"	"2049793"	"2099335.0625"	"4518512.875"	"4450119.625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR9W"	"ENOG411CR9W"	"0.000"	"False"	"5.082"	"1"	"1"	"3"	"1"	"6069"	"663.9"	"7.12"	"7.63"	"1"	""	"120616.9609375"	"359733.28125"	"258239.15625"	"Not Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D5XU"	"ENOG411D5XU"	"0.000"	"False"	"5.074"	"22"	"1"	"3"	"1"	"55"	"6.5"	"9.83"	"7.51"	"1"	"1126688.375"	"1042090.8125"	"782349.25"	"754308.0625"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPIK"	"ENOG411CPIK"	"0.000"	"False"	"5.063"	"1"	"2"	"5"	"2"	"3965"	"441.0"	"8.07"	"11.81"	"2"	"317578.96875"	"350125.5"	"778157.3125"	"722490"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DFG2"	"ENOG411DFG2"	"0.000"	"False"	"5.055"	"2"	"2"	"4"	"2"	"2380"	"264.2"	"7.20"	"7.99"	"2"	"131644.3203125"	"161429.234375"	"380605.890625"	"375011.9375"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWK7"	"ENOG411CWK7"	"0.000"	"False"	"5.053"	"4"	"2"	"2"	"2"	"1652"	"183.2"	"5.03"	"2.77"	"2"	"322963.25"	"289665.25"	"148614.40625"	"210465.421875"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSYT"	"ENOG411CSYT"	"0.000"	"False"	"5.030"	"2"	"3"	"5"	"3"	"6562"	"753.4"	"7.53"	"4.31"	"3"	"2853166.359375"	"2874975.1875"	"4338343.71875"	"4518227.90625"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DES1"	"ENOG411DES1"	"0.000"	"False"	"5.019"	"2"	"2"	"4"	"2"	"5880"	"660.0"	"5.33"	"8.15"	"2"	"7821230.9765625"	"7749100.96875"	"18929603.375"	"19695512.09375"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRWN"	"ENOG411CRWN"	"0.000"	"False"	"5.009"	"3"	"1"	"2"	"1"	"4997"	"532.4"	"5.39"	"4.08"	"1"	"229015.609375"	"204634.109375"	"646991"	"684421.375"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3NA"	"ENOG411D3NA"	"0.000"	"False"	"5.009"	"6"	"1"	"7"	"1"	"510"	"58.9"	"11.03"	"17.68"	"1"	"4529069.5"	"4442590.5"	"13165105"	"13112871"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWPU"	"ENOG411CWPU"	"0.000"	"False"	"4.998"	"3"	"1"	"4"	"1"	"2002"	"208.9"	"7.77"	"11.16"	"1"	"191319.59375"	"168955.921875"	"421125.78125"	"451121.78125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSQG"	"ENOG411CSQG"	"0.000"	"False"	"4.990"	"1"	"2"	"2"	"2"	"3038"	"343.5"	"6.15"	"3.89"	"2"	"284086.46875"	"286149.40625"	"659965.5"	"608373.625"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU85"	"ENOG411CU85"	"0.000"	"False"	"4.983"	"3"	"2"	"2"	"2"	"1527"	"175.1"	"7.55"	"4.25"	"2"	"237705.234375"	"256463.669921875"	"1003635.8125"	"849739.65625"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DBEC"	"ENOG411DBEC"	"0.000"	"False"	"4.951"	"6"	"2"	"5"	"1"	"1226"	"140.5"	"6.96"	"10.05"	"2"	"915106.828125"	"970752.0625"	"2148452.3125"	"2254490.75"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DD9H"	"ENOG411DD9H"	"0.000"	"False"	"4.943"	"3"	"2"	"3"	"1"	"543"	"61.5"	"6.62"	"5.98"	"2"	"2214250.9375"	"2334847.0625"	"7437012.625"	"7766393.5"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP4Q"	"ENOG411CP4Q"	"0.000"	"False"	"4.943"	"0"	"2"	"4"	"2"	"9905"	"1112.9"	"6.32"	"3.81"	"2"	"172358.90625"	"165337.375"	"361579.375"	"298544.15625"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT0T"	"ENOG411CT0T"	"0.000"	"False"	"4.940"	"6"	"2"	"2"	"2"	"572"	"66.3"	"8.57"	"2.55"	"2"	"231442.234375"	""	"557216.5"	"517001.71875"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXTY"	"ENOG411CXTY"	"0.000"	"False"	"4.931"	"3"	"2"	"4"	"2"	"2531"	"282.8"	"7.18"	"6.19"	"2"	"1807612.40722656"	"1951621.29101563"	"6395188.015625"	"6547440.203125"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQMI"	"ENOG411CQMI"	"0.000"	"False"	"4.926"	"7"	"1"	"2"	"1"	"371"	"41.9"	"9.41"	"4.67"	"1"	"529132.625"	"512052.09375"	"561538.5"	"558501.375"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQAI"	"ENOG411CQAI"	"0.000"	"False"	"4.906"	"8"	"2"	"3"	"2"	"553"	"59.2"	"6.24"	"3.77"	"2"	"682580.328125"	"631408.109375"	"232240.1015625"	"269319.9765625"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWXR"	"ENOG411CWXR"	"0.000"	"False"	"4.901"	"4"	"2"	"3"	"2"	"1223"	"140.4"	"6.29"	"7.09"	"2"	""	""	"407875.0625"	"427201.625"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWHC"	"ENOG411CWHC"	"0.000"	"False"	"4.898"	"4"	"2"	"2"	"2"	"882"	"102.1"	"7.84"	"4.11"	"2"	"531704.9375"	"511616.28125"	"974626"	"974598.0625"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS76"	"ENOG411CS76"	"0.000"	"False"	"4.889"	"1"	"1"	"1"	"1"	"4702"	"533.1"	"7.02"	"0.00"	"1"	""	""	""	""	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQWN"	"ENOG411CQWN"	"0.000"	"False"	"4.858"	"6"	"1"	"1"	"1"	"387"	"44.2"	"4.81"	"2.28"	"1"	"121699.5"	"113230.171875"	"472194.46875"	"506596.125"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYCB"	"ENOG411CYCB"	"0.000"	"False"	"4.857"	"3"	"2"	"4"	"2"	"1575"	"168.2"	"5.50"	"8.54"	"2"	"561413.8125"	"415003.40625"	"1168800.34375"	"1177127.15625"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1HZ"	"ENOG411D1HZ"	"0.000"	"False"	"4.847"	"6"	"1"	"2"	"1"	"756"	"85.4"	"10.13"	"3.41"	"1"	""	""	""	""	"Not Found"	"High"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DG5E"	"ENOG411DG5E"	"0.000"	"False"	"4.841"	"1"	"2"	"3"	"2"	"1610"	"181.7"	"6.65"	"7.34"	"2"	"438967.65625"	"429510"	"1266716"	"2182001.9375"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUH5"	"ENOG411CUH5"	"0.000"	"False"	"4.822"	"4"	"2"	"3"	"2"	"1657"	"184.5"	"5.39"	"5.97"	"2"	"555896.8125"	"568958.53125"	"621504.890625"	"540111.890625"	"Peak Found"	"High"	"High"	"High"	"1"	"Met-loss [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CRXT"	"ENOG411CRXT"	"0.000"	"False"	"4.809"	"3"	"1"	"3"	"1"	"2089"	"234.7"	"4.84"	"6.46"	"1"	"164207.84375"	"169446.421875"	"196036.15625"	"209519.671875"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX0V"	"ENOG411CX0V"	"0.000"	"False"	"4.805"	"5"	"2"	"3"	"2"	"1104"	"128.6"	"5.52"	"4.73"	"2"	"1185444.375"	"1223407.25"	"2100838.3125"	"2023354.375"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRFE"	"ENOG411CRFE"	"0.000"	"False"	"4.791"	"3"	"2"	"4"	"2"	"3234"	"364.3"	"6.87"	"7.57"	"2"	"1199643.6328125"	"1147546.09375"	"2014286.125"	"1931283.53125"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW9M"	"ENOG411CW9M"	"0.000"	"False"	"4.756"	"1"	"1"	"3"	"1"	"2841"	"320.3"	"6.35"	"8.31"	"1"	"181741.21875"	"221436.859375"	""	"204502.8125"	"High"	"High"	"Not Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0JQ"	"ENOG411D0JQ"	"0.000"	"False"	"4.746"	"3"	"1"	"4"	"1"	"918"	"101.2"	"7.39"	"6.91"	"1"	"342265.6875"	"320638.21875"	"620914"	"573079.4375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D145"	"ENOG411D145"	"0.000"	"False"	"4.739"	"1"	"1"	"3"	"1"	"1574"	"177.4"	"6.51"	"8.23"	"1"	"44668.16015625"	"99046.1953125"	"298802.34375"	"260709.71875"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT0H"	"ENOG411CT0H"	"0.000"	"False"	"4.739"	"1"	"1"	"2"	"1"	"8200"	"900.7"	"4.87"	"2.80"	"1"	""	""	""	""	"High"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRRZ"	"ENOG411CRRZ"	"0.000"	"False"	"4.715"	"5"	"1"	"4"	"1"	"332"	"36.3"	"8.24"	"8.79"	"1"	"53238.1484375"	"94069.3125"	"290340.6875"	"290932.59375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV66"	"ENOG411CV66"	"0.000"	"False"	"4.709"	"2"	"2"	"4"	"2"	"2687"	"301.1"	"7.17"	"3.71"	"2"	"360088.84375"	"582928.1875"	"539365.4375"	"568358.5"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPCX"	"ENOG411CPCX"	"0.000"	"False"	"4.709"	"14"	"3"	"4"	"3"	"723"	"79.6"	"7.30"	"8.71"	"3"	"2091087.34375"	"1859704.3046875"	"5290858"	"5391948.09375"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUMD"	"ENOG411CUMD"	"0.000"	"False"	"4.701"	"13"	"2"	"3"	"2"	"393"	"43.5"	"8.07"	"6.43"	"2"	"110960.9765625"	"127948.828125"	"182560.015625"	""	"Peak Found"	"High"	"Peak Found"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411DFZM"	"ENOG411DFZM"	"0.000"	"False"	"4.696"	"8"	"2"	"2"	"2"	"948"	"108.4"	"6.19"	"3.88"	"2"	"1965193.90625"	"2108310.171875"	"5603914.25"	"5790220.4375"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYMZ"	"ENOG411CYMZ"	"0.000"	"False"	"4.673"	"1"	"1"	"2"	"1"	"5394"	"603.7"	"6.81"	"2.58"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXH3"	"ENOG411CXH3"	"0.000"	"False"	"4.645"	"2"	"1"	"1"	"1"	"1052"	"118.9"	"5.21"	"2.56"	"1"	"3389289.75"	"3285406.25"	"5468326"	"5568455"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D098"	"ENOG411D098"	"0.000"	"False"	"4.641"	"2"	"2"	"2"	"2"	"6269"	"730.5"	"8.56"	"4.18"	"2"	""	""	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D03Q"	"ENOG411D03Q"	"0.000"	"False"	"4.625"	"8"	"2"	"2"	"2"	"332"	"37.2"	"8.18"	"4.01"	"2"	"118762.4609375"	"110672.9765625"	"432600"	"356068.53125"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTQZ"	"ENOG411CTQZ"	"0.000"	"False"	"4.625"	"3"	"2"	"2"	"1"	"4358"	"477.8"	"9.67"	"4.52"	"2"	"661876.984375"	"1570581.6875"	"2348934.453125"	"2259746.734375"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQF7"	"ENOG411CQF7"	"0.000"	"False"	"4.605"	"6"	"2"	"2"	"2"	"2347"	"256.7"	"5.17"	"4.46"	"2"	"50548.5546875"	"45586.37109375"	"1233548.875"	"1327986.3515625"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D464"	"ENOG411D464"	"0.000"	"False"	"4.601"	"22"	"2"	"6"	"2"	"277"	"30.9"	"10.59"	"6.18"	"2"	"3133209.875"	"3354663.09375"	"10652058.5625"	"11277982.21875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS6N"	"ENOG411CS6N"	"0.000"	"False"	"4.582"	"2"	"2"	"3"	"2"	"2677"	"299.1"	"6.61"	"6.39"	"2"	"209637.46875"	"170811.7421875"	"548650.3125"	"591892.09375"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRUA"	"ENOG411CRUA"	"0.000"	"False"	"4.577"	"1"	"2"	"5"	"2"	"2352"	"269.1"	"7.64"	"10.46"	"2"	"1696624.6875"	"1699135.5"	"3293608.75"	"3374978.25"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUWV"	"ENOG411CUWV"	"0.000"	"False"	"4.571"	"3"	"2"	"4"	"2"	"2310"	"262.3"	"5.10"	"6.55"	"2"	"175142.7265625"	"182184.1484375"	"887037.5"	"862061.59375"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DF7S"	"ENOG411DF7S"	"0.000"	"False"	"4.571"	"6"	"2"	"3"	"2"	"1142"	"128.5"	"6.77"	"7.23"	"2"	"1279195.421875"	"1240061.5"	"1637265.96875"	"1465689.9375"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTC0"	"ENOG411CTC0"	"0.000"	"False"	"4.557"	"5"	"2"	"4"	"2"	"408"	"46.0"	"6.68"	"8.95"	"2"	"6517881.8125"	"6411900.78125"	"11558954.8125"	"11593350"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3ED"	"ENOG411D3ED"	"0.000"	"False"	"4.540"	"8"	"1"	"2"	"1"	"144"	"17.0"	"9.73"	"4.93"	"1"	"520305.125"	"478508.09375"	"152382.828125"	"172863.78125"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU9Q"	"ENOG411CU9Q"	"0.000"	"False"	"4.515"	"3"	"1"	"1"	"1"	"492"	"55.0"	"4.84"	"2.92"	"1"	""	""	""	""	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZSG"	"ENOG411CZSG"	"0.000"	"False"	"4.503"	"5"	"2"	"5"	"2"	"1474"	"165.1"	"6.64"	"11.80"	"2"	"1106031.26171875"	"1088443.84765625"	"1612425.53125"	"213421.25"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3TY"	"ENOG411D3TY"	"0.000"	"False"	"4.493"	"14"	"2"	"3"	"2"	"115"	"12.5"	"7.69"	"6.51"	"2"	"799619.75"	"750300.125"	"1761282.625"	"1825040.875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW9G"	"ENOG411CW9G"	"0.000"	"False"	"4.488"	"0"	"1"	"2"	"1"	"8455"	"909.6"	"6.86"	"4.58"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ5D"	"ENOG411CQ5D"	"0.000"	"False"	"4.488"	"1"	"2"	"4"	"2"	"2164"	"247.4"	"6.73"	"7.91"	"2"	"128763.34375"	"109838.3359375"	"448356.484375"	"434446.359375"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQCY"	"ENOG411CQCY"	"0.000"	"False"	"4.484"	"4"	"1"	"3"	"1"	"753"	"83.7"	"6.07"	"5.38"	"1"	"118052.0390625"	"97224.625"	"308691.78125"	"337931.8125"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPQR"	"ENOG411CPQR"	"0.000"	"False"	"4.474"	"0"	"1"	"2"	"1"	"20927"	"2337.1"	"6.98"	"5.04"	"1"	"106317.2265625"	"118620.21875"	"538210.0625"	"557261.3125"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPDZ"	"ENOG411CPDZ"	"0.000"	"False"	"4.467"	"2"	"2"	"2"	"2"	"4117"	"463.3"	"9.33"	"2.66"	"2"	""	""	""	""	"High"	"Not Found"	"Not Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXP8"	"ENOG411CXP8"	"0.000"	"False"	"4.442"	"10"	"2"	"2"	"2"	"630"	"71.1"	"8.87"	"4.75"	"2"	"137238.640625"	"117443.8046875"	"1180589.125"	"1171086.75"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ8S"	"ENOG411CQ8S"	"0.000"	"False"	"4.440"	"3"	"2"	"2"	"2"	"1005"	"112.2"	"6.60"	"4.54"	"2"	"1002475.265625"	"1252660.453125"	"3195992.4375"	"3360962.3125"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSIC"	"ENOG411CSIC"	"0.000"	"False"	"4.439"	"0"	"1"	"2"	"1"	"5177"	"586.4"	"6.43"	"5.71"	"1"	""	"33599.99609375"	"284689.1875"	"326102.375"	"Not Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D032"	"ENOG411D032"	"0.000"	"False"	"4.434"	"0"	"1"	"4"	"1"	"4673"	"547.3"	"8.88"	"10.30"	"1"	"385493.375"	"354862.875"	"802232.1875"	"825219.4375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXQT"	"ENOG411CXQT"	"0.000"	"False"	"4.432"	"1"	"2"	"2"	"2"	"3462"	"390.4"	"6.92"	"1.79"	"2"	""	""	"72662.40625"	"76335.625"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DEXC"	"ENOG411DEXC"	"0.000"	"False"	"4.416"	"2"	"1"	"4"	"1"	"2114"	"222.8"	"9.31"	"7.40"	"1"	"855252.3125"	"799454.25"	"1518507"	"1534213.125"	"High"	"High"	"High"	"High"	"1"	""
